title,genre,rating,status,episodes,release year,description
Detective Conan Movie 1: The Timed Skyscraper - Quả Bom Chọc Trời,"['Anime', 'Hài hước', 'Phiêu lưu', 'Shounen', 'Thám tử']","['7.8', '60']",Hoàn thành,1,1997,"Cuối tháng 4, Shinichi nhận được thiệp mời đến dự tiệc trà của kiến trúc sư Moriya Teiji. Vì đang sống dưới thân phận Conan nên Shinichi đã gọi điện nhờ Ran (cùng thám tử Mori và tất nhiên là có cả chính Conan nữa) thay mình đến dự tiệc. Ran đồng ý nhưng kèm theo 1 điều kiện là Shinichi phải đi xem phim “Truyền thuyết về sợi chỉ đỏ” với Ran vào tối ngày 3/5 tại cao ốc Beika City.

Ngày 3/5: Ran ra khỏi nhà sớm. Còn Conan đến nhà tiến sĩ Agasa. Lúc này trên TV đưa tin về vụ phóng hỏa hàng loạt các dinh thự và tin công ty thuốc nổ Toyo bị mất 1 lượng thuốc nổ dẻo lớn. Ngay sau khi nghe tin tức thời sự đó thì có 1 cú điện thoại gọi đến đòi gặp Shinichi. Hắn tự xưng là kẻ đánh cắp số thuốc nổ và thách thức Shinichi tìm và phá được các quả bom hắn gài ở công viên Ryouky, ở quảng trường trước ga điện Beika và trên các tuyến tàu điện chạy quanh trung tâm Tokyo…

Kẻ phóng hỏa hàng loạt là ai? Kẻ gài bom bí ẩn là ai? Có thù oán gì với Shinichi? Trước kia, Shinichi đã từng phá 1 vụ án về cha con thị trưởng Okamoto tại thành phố Nishitama gây xôn xao dư luận. Liệu chuyện đó có phải là động cơ không?

Sau đó, Shinichi đã khám phá ra điểm chung cho toàn bộ sự việc và vạch trần chân tướng hung thủ. Những tưởng là tra còng số 8 vào tay hắn thì mọi việc sẽ êm xuôi. Nhưng không, “pháo hoa” khổng lồ nhất đã được hắn đặc biệt dành tặng Shinichi - hắn đã gài bom ở cao ốc Beika City - nơi mà Ran đang đứng chờ Shinichi.

Conan vội vã chạy đi tìm Ran, nhưng do sức ép của những vụ nổ đã làm cánh cửa dẫn tới chỗ Ran bị kẹt khiến Conan không thể vào được, do đó Conan đành giả giọng Shinichi hướng dẫn Ran tháo bom. Tuy nhiên trò chơi của tên hung thủ độc ác không đơn giản. Vẫn còn 2 sợi dây cuối cùng: Xanh và Đỏ. Ran sẽ lựa chọn cắt sợi dây nào? Có nguyên nhân gì đằng sau quyết định ấy không?"
Kingdom 5th Season,"['Anime', 'Hành động', 'Lịch sử']","['7.8', '64']",Hoàn thành,13,2024,Mùa thứ năm của Vương quốc.
Meiji Gekken: 1874,"['Anime', 'Hành động', 'Lịch sử', 'Drama', 'Siêu nhiên', 'Viễn tưởng']","['4.6', '30']",Đang tiến hành,10,2024,"Meiji Gekken: 1874 là bộ anime kể về câu chuyện Shizuma Orikasa, một cựu samurai của tộc Aizu, đã từ bỏ thanh kiếm, cởi bỏ búi tóc và làm nghề lái xe kéo ở Tokyo, nhưng anh vẫn giữ được những kỹ năng kiếm thuật gây chấn động quân đội chính phủ trong Chiến tranh Boshin. Anh đang tìm kiếm vị hôn phu của bạn gái mình, Sumie Kanomata, người đã mất tích trong Chiến tranh Boshin. Manh mối duy nhất chính là hình origami mà Sumie và Shizuma luôn làm...Tình cờ, Shizuma được khen ngợi vì khả năng ngăn chặn âm mưu ám sát của một quan chức chính phủ cấp cao, Tomomi Iwakura, và trở thành thành viên của Sở cảnh sát mới thành lập ."
Tam Thập Lục Kỵ,"['Hành động', 'Lịch sử', 'CN Animation', 'Võ hiệp']","['7.0', '73']",Hoàn thành,13,2023, 
Ōoku: The Inner Chambers,"['Anime', 'Lịch sử', 'Drama', 'Samurai']","['NaN', '7']",Hoàn thành,10,2023,N/A
Blue Eye Samurai,"['Anime', 'Hành động', 'Lịch sử', 'Samurai']","['4.2', '11']",Hoàn thành,8,2023,N/A
Watashi no Shiawase na Kekkon,"['Anime', 'Tình cảm', 'Giả tưởng', 'Lịch sử']","['9.2', '230']",Hoàn thành,12,2023,"phim hoạt hình chuyển thể từ bộ tiểu thuyết giả tưởng và mở đầu bằng lời tuyên bố tuyệt vọng của Miyo Saimori rằng cô ấy không được mong muốn và vô dụng do thiếu sức mạnh siêu nhiên. Tuy nhiên, hạnh phúc có thể nằm trong tầm tay của cô ấy khi cô ấy gặp người chồng mới của mình"
Hỏa Phụng Liêu Nguyên,"['Lịch sử', 'CN Animation', 'Kiếm hiệp', 'Võ hiệp']","['8.8', '205']",Hoàn thành,16,2022,"Nội dung: Cuối thời nhà Hán, Đổng Trác ép thiên tử lệnh cho chư hầu, chiến thần Lữ Bố xuất quân đánh giặc, anh hùng nổi dậy tứ phương. Trong cơn loạn thế, xuất hiện nhiều anh hùng hào kiệt. Vào chính lúc này, một thích khách bí ẩn cùng với chủ nhân thương gia của hắn bước đến thời đại này, dẫn đến anh hùng tranh chấp, loạn thế liên miên."
Golden Kamuy Season 4,"['Anime', 'Hành động', 'Lịch sử', 'Phiêu lưu']","['6.2', '69']",Hoàn thành,13,2022,Phần thứ tư của Golden Kamuy
Jigokuraku,"['Anime', 'Hành động', 'Giả tưởng', 'Lịch sử', 'Kinh dị']","['9.6', '607']",Hoàn thành,13,2023,"Câu chuyện tập trung vào Gabimaru, từng được tôn vinh là ninja mạnh nhất, nhưng hiện tại đã bỏ nghề, vì phạm luật của làng mình. Sau khi bị bắt, anh tuyên bố rằng mình không còn gì để sống. Tuy nhiên, do trình độ luyện tập siêu phàm của mình, anh đã vô tình sống sót sau nhiều lần bị hành quyết, từ nỗ lực chặt đầu đến chém cổ. Kẻ hành quyết Sagiri Asaemon nói với anh ta rằng anh ta còn gắn bó lâu dài với cuộc sống và giao cho anh một nhiệm vụ để giành được sự tha bổng của mình: tìm ra thuốc trường sinh bất tử."
Thanh Gươm Diệt Quỷ Phần 2: Phố Đèn Đỏ (Kỹ Viện Trấn),"['Anime', 'Hành động', 'Lịch sử', 'Shounen', 'Siêu nhiên']","['6.2', '167']",Hoàn thành,1,2023,N/A
Nokemono-tachi no Yoru,"['Anime', 'Giả tưởng', 'Lịch sử', 'Shounen']","['7.2', '84']",Hoàn thành,13,2023,"Wisteria là một cô gái trẻ mồ côi sống vào cuối thế kỷ 19 ở một vùng xa xôi của Đế quốc Anh. Cho đến khi cô gặp Malbus, một thực thể bất tử mạnh mẽ với vẻ ngoài đầy lông lá mà những người thợ săn cố gắng bắt giữ. Cuộc đời cô bất hạnh và cô đơn. Wisteria và Malbus là một cặp vợ chồng trẻ đang tìm kiếm một xã hội yên bình giữa nhiều người đang chiếm đóng Đế chế. Hai sinh vật cô đơn trải qua những năm cuối cùng của thế kỷ 19 bị cô lập trong một góc yên tĩnh của London, thủ đô sầm uất của Đế quốc Anh. Một linh hồn xấu xa đã nhìn thấy tất cả và từ bỏ hy vọng về một tương lai tốt đẹp hơn. Và một cô bé mồ côi tìm thấy niềm vui bất chấp những khúc ngoặt khủng khiếp của cuộc sống. Hai cá nhân bị cô lập này cuối cùng đã vượt qua, và họ hợp lực và cùng nhau thực hiện một chuyến đi."
Kingdom 4th Season,"['Anime', 'Hành động', 'Lịch sử', 'Quân đội', 'Seinen']","['7.8', '110']",Hoàn thành,26,2022,Mùa thứ 4 của Series anime Kingdom
Koukyuu no Karasu,"['Anime', 'Giả tưởng', 'Lịch sử']","['7.4', '125']",Hoàn thành,13,2022,"Phim được chuyển thể từ tiểu thuyết xoay quanh Uki, một phi tần của hoàng tộc chưa bao giờ được gọi vào phủ của hoàng đế và duy trì một cuộc sống cô độc trong hậu cung. Một số người đồn đoán cho rằng phi tần này có ngoại hình như một bà già, còn một số thì cho rằng đó là một người phụ nữ trẻ."
Uchi no Shishou wa Shippo ga Nai,"['Anime', 'Lịch sử', 'Seinen', 'Siêu nhiên']","['4.7', '54']",Hoàn thành,13,2022,"Câu chuyện xoay quanh Mameda, một cô gái tanuki có ước mơ trở thành con người và làm một nghệ nhân rakugo. Để thực hiện điều đó, cô quyết định trở thành người học việc của một nghệ sĩ rakugo có tên Bunko Dakokutei."
Mushikaburi-hime,"['Anime', 'Tình cảm', 'Lịch sử', 'Drama']","['7.2', '109']",Hoàn thành,12,2022,"Eliana là một người yêu sách và cũng là vị hôn thê của hoàng tử Christopher. Một ngày nọ cô biết đến sự tồn tại của một cô gái có lẽ đã dành được sự quý mến của hoàng tử. Ngay lập tức cô nghĩ rằng đây hẳn là cô gái thực sự yêu vẻ bề ngoài của hoàng tử. và ngay lúc ấy cô lại bắt đầu chuẩn bị đón nhận cái ngày hôn ước của cô bị hủy bỏ. cô gái quý tộc yêu sách bắt đầu có những hiểu lầm, câu chuyện lãng mạn và giả tưởng cuối cùng đã bắt đầu."
Kingdom 3rd Season,"['Hành động', 'Lịch sử', 'Quân đội', 'Seinen']","['6.3', '59']",Đang tiến hành,27,2020,N/A
Baraou no Souretsu,"['Anime', 'Hành động', 'Lịch sử', 'Shoujo', 'Drama', 'Siêu nhiên']","['6.7', '112']",Đang tiến hành,25,2022,"Người con trai thứ ba của Gia tộc York mang tên Richard. Cậu tin rằng bản thân bị nguyền rủa, được sinh ra với số phận bị đày ải vào bóng tối vĩnh hằng. Bánh xe định mệnh sẽ đưa đẩy Richard đến bến bờ diệt vong hay dẫn lối tới những khao khát đang dày vò chính bản thân cậu? Phim được dựa trên ý tưởng ban đầu của tác phẩm “Richard III” của nhà văn Shakespeare. Câu truyện dark fantasy của Aya Kanno khắc họa người đàn ông có khả năng trở thành vị vua đứng giữa các thế giới, giai cấp, thiện và ác."
Mars Red,"['Anime', 'Hành động', 'Lịch sử', 'Ma cà rồng', 'Siêu năng lực', 'Quân đội']","['7.8', '84']",Hoàn thành,13,2021,"MARS RED diễn ra vào năm 1923 và lúc này, ma cà rồng (vampire) đã tồn tại được rất lâu. Nhưng bây giờ, số lượng vampire đang gia tăng nhanh chóng và một nguồn máu bí ẩn có tên là Ascra đã xuất hiện. Chính phủ Nhật Bản đã thành lập “Code Zero”, một đơn vị quân đội được giao sứ mệnh đánh bại ma cà rồng. Dưới sự thành lập của Trung tướng Nakajima, đơn vị này khi xưa là nhà cung cấp thông tin thế chiến, nhưng đã được bàn giao lại để giải quyết cuộc “bùng nổ dân số” phiên bản ma cà rồng."
Sabiiro no Armor: Reimei,"['Anime', 'Hành động', 'Lịch sử', 'Samurai']","['2.2', '466']",Hoàn thành,12,2022,"Thời đại là thời Chiến quốc đầy biến động ở Hinomoto. Kinokuni, vùng núi và biển chưa được khám phá. Ở sâu trong rừng sâu này, có một nhóm sử dụng ""Yatagarasu"" làm biểu tượng cờ của họ và sử dụng súng làm vũ khí. Tên của họ là ""Saikashu"". Đó là ""Magoichi"" đến từ một đất nước xa lạ, kế thừa cái tên là người đứng đầu Saikashu. Mặt khác, ""Saburo"" nhanh chóng cảm nhận được dấu hiệu xâm lược từ các cường quốc châu Âu và đấu tranh để bảo vệ Hinomoto. Định mệnh của hai người vốn dĩ không gặp nhau sẽ phải trải qua cuộc chiến chống lại những kẻ xâm lược đến từ một đất nước xa lạ"
High Card,"['Anime', 'Hành động', 'Siêu năng lực']","['7.9', '148']",Hoàn thành,24,2023,"Phim xoay quanh trò chơi bài xì phé. Đây là một chương trình diễn ra trong thế giới được tạo ra của Fourland. Nó được đạo diễn bởi Junichi Wada. Trong vũ trụ này, sức mạnh của những lá bài có thể ngay lập tức thay đổi mọi tình huống."
Undead Unluck,"['Anime', 'Hành động', 'Hài hước', 'Siêu năng lực', 'Shounen', 'Siêu nhiên']","['9.2', '253']",Hoàn thành,24,2023,"Sau khi xem xong phần cuối của bộ truyện mình yêu thích, Fuuko Izumo cuối cùng đã cảm thấy sẵn sàng kết thúc cuộc đời mình. Trong 10 năm, Fuuko đã phải chịu đựng một căn bệnh mang lại bất hạnh khi ai chạm vào chính mình. Điều này thậm chí còn dẫn đến cái chết của những người xung quanh — bao gồm cả ba mẹ cô. Khi đang đứng trên cây cầu phía đường ray xe lửa, Fuuko bị một người đàn ông lạ chạm vào. Ngay lập tức, chân cầu bị gãy khiến anh ta bị một đoàn tàu cán chết. Tuy nhiên, khi Fuuko nhìn thấy xác của hắn thì cô phát hiện ra cơ thể hắn đang tái sinh và sống lại. Fuuko đã đặt tên cho người đàn ông đấy là..."
Sasaki và P-chan,"['Anime', 'Hài hước', 'Siêu năng lực', 'Siêu nhiên', 'Dị giới']","['8.7', '187']",Hoàn thành,12,2024,KIẾM VÀ PHÉP THUẬT! NHỮNG CUỘC CHIẾN SIÊU NHIÊN!? MA PHÁP THIẾU NỮ?!?!
Boku no Hero Academia: UA Heroes Battle,"['Anime', 'Hành động', 'Học đường', 'Siêu năng lực']","['6.7', '36']",Hoàn thành,1,2023,N/A
Boku no Hero Academia 6th Season,"['Anime', 'Hành động', 'Học đường', 'Siêu năng lực', 'Shounen']","['9.3', '493']",Đang tiến hành,25,2022,Phần 6 của tựa phim Boku no Hero Academia
Mairimashita! Iruma-kun 3rd Season,"['Anime', 'Hành động', 'Hài hước', 'Tình cảm', 'Giả tưởng', 'Siêu năng lực', 'Shounen']","['9.2', '358']",Đang tiến hành,21,2022,Mùa thứ 3 Của Series anime Mairimashita! Iruma-kun
Dragon Ball Super: Super Hero 2022,"['Anime', 'Hành động', 'Siêu năng lực', 'Siêu nhiên', 'Phiêu lưu']","['9.3', '65']",Hoàn thành,1,2022,N/A
Mob Psycho 100 III,"['Hành động', 'Hài hước', 'Siêu năng lực', 'Siêu nhiên']","['8.2', '240']",Đang tiến hành,12,2022,Phần tiếp theo của bộ phim Mob Psycho 100
Nhật Ký Thường Ngày Của Tiên Vương Phần 3,"['Học đường', 'Đời thường', 'Siêu năng lực', 'CN Animation', '[CNA] Hài hước']","['8.9', '395']",Đang tiến hành,12,2022,PHIM ĐƯỢC CẬP NHẬT 1 TẬP MỖI CHỦ NHẬT HÀNG TUẦN
Tiger & Bunny 2,"['Anime', 'Hành động', 'Hài hước', 'Siêu năng lực']","['2.6', '34']",Đang tiến hành,25,2022,N/A
Promare: Galo-hen,"['Anime', 'Hành động', 'Siêu năng lực', 'Mecha', 'Viễn tưởng']","['2.4', '21']",Đang tiến hành,1,2019,N/A
Promare: Lio-hen,"['Anime', 'Hành động', 'Siêu năng lực', 'Mecha', 'Viễn tưởng']","['2.8', '16']",Hoàn thành,1,2019,N/A
Jujutsu Kaisen 0 Movie,"['Anime', 'Hành động', 'Siêu năng lực', 'Shounen', 'Siêu nhiên']","['9.7', '345']",Đang tiến hành,1,2022,N/A
Boku no Hero Academia 5th Season,"['Anime', 'Hành động', 'Hài hước', 'Học đường', 'Shounen', 'Siêu năng lực']","['9.5', '688']",Hoàn thành,29,2021,Mùa 5 của tựa phim Boku no Hero Academia
Shaman King (2021),"['Anime', 'Hành động', 'Hài hước', 'Phiêu lưu', 'Siêu nhiên', 'Shounen', 'Siêu năng lực']","['8.1', '209']",Hoàn thành,52,2021,"Shaman là những cá nhân kiệt xuất với năng lực giao tiếp cùng hồn ma, tinh linh và thần, vốn vô hình với con người. Shaman Fight—trận chiến giữa những Shaman trên khắp thế giới—được tổ chức mỗi 500 năm 1 lần, nơi người thăng sẽ trở thành Shaman King. Danh hiệu này cho phép người đó kêu gọi Đại Tinh Linh và biến thế giới thành nơi mình muốn."
